prop_name,completion_year,monthly_rent,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,city,area
The Hermington,2021,2800,Condominium,4,2,2,1075,Fully Furnished,"Swimming Pool, Jogging Track, Sauna, Multipurpose hall, Security, Playground, Gymnasium, Parking, Lift, Barbeque area, Minimart, Club house, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Kuchai Lama
Casa Idaman,2010,1398,Condominium,3,1,2,1004,Partially Furnished,"Parking, Security, Swimming Pool, Playground, Minimart, Lift","Cooking Allowed, Near KTM/LRT, Air-Cond, Washing Machine",Kuala Lumpur , Jalan Ipoh
Bayu Sentul Condominium,2015,1798,Condominium,3,2,2,1300,Partially Furnished,"Lift, Security, Parking, Playground, Swimming Pool, Minimart, Gymnasium","Cooking Allowed, Near KTM/LRT, Air-Cond",Kuala Lumpur , Sentul
,,9000,Condominium,5,2,6,2906,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Mont Kiara
Laman Midah,,1100,Condominium,3,2,2,850,Partially Furnished,"Parking, Security, Lift, Playground, Swimming Pool, Minimart, Club house, Multipurpose hall, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Cheras
,,949,Apartment,3,1,1,850,Partially Furnished,"Security, Swimming Pool, Minimart, Parking, Lift, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Kepong
,,4900,Condominium,2,1,2,1098,Fully Furnished,"Barbeque area, Gymnasium, Squash Court, Swimming Pool, Security, Multipurpose hall, Parking, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Bukit Bintang
Majestic Maxim,2021,1400,Service Residence,2,1,2,700,Partially Furnished,"Gymnasium, Barbeque area, Parking, Jogging Track, Security, Playground, Swimming Pool, Lift","Air-Cond, Near KTM/LRT, Cooking Allowed, Washing Machine",Kuala Lumpur , Cheras
Bayu Andaman,,1400,Condominium,3,1,2,1000,Not Furnished,"Lift, Squash Court, Security, Minimart, Parking, Playground, Swimming Pool, Gymnasium, Multipurpose hall",Cooking Allowed,Kuala Lumpur , Sentul
Saville,2013,1650,Service Residence,3,1,2,980,Partially Furnished,"Gymnasium, Parking, Security, Swimming Pool, Multipurpose hall",,Kuala Lumpur , Taman Melawati
Perumahan Penjawat Awam 1 Malaysia (PPA1M) Bukit Jalil,2018,1400,Apartment,3,1,2,1200,Partially Furnished,"Parking, Minimart, Swimming Pool, Security, Jogging Track","Air-Cond, Near KTM/LRT",Kuala Lumpur , Bukit Jalil
PPA1M Bukit Jalil,,1400,Condominium,3,1,2,1200,Partially Furnished,"Parking, Security, Minimart, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Bukit Jalil
Unio Residence,2021,2700,Apartment,2,2,2,866,Fully Furnished,"Gymnasium, Jogging Track, Lift, Multipurpose hall, Parking, Playground, Swimming Pool, Security, Minimart, Tennis Court, Barbeque area","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Kepong
Villa Crystal,2017,1800,Condominium,3,2,2,1391,Partially Furnished,"Sauna, Playground, Gymnasium, Jogging Track, Parking, Security, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur , Segambut
Residensi Suria Pantai,2020,2000,Apartment,3,1,2,810,Fully Furnished,"Security, Playground, Swimming Pool, Parking, Minimart, Multipurpose hall, Lift","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur , Pantai
,,1800,Condominium,3,2,2,1106,Partially Furnished,"Parking, Security, Club house, Barbeque area, Playground, Squash Court, Minimart, Gymnasium, Sauna, Multipurpose hall, Jogging Track",,Kuala Lumpur , Sungai Besi
The Havre @ Bukit Jalil,2020,1850,Condominium,3,2,2,1023,Partially Furnished,"Parking, Minimart, Lift, Playground, Swimming Pool, Club house, Security, Barbeque area, Multipurpose hall, Gymnasium, Tennis Court, Squash Court, Jogging Track, Sauna","Cooking Allowed, Near KTM/LRT, Air-Cond, Internet",Kuala Lumpur , Bukit Jalil
The Orion,2006,2600,Condominium,3,3,3,1323,Fully Furnished,"Jogging Track, Squash Court, Parking, Playground, Swimming Pool, Gymnasium, Barbeque area",,Kuala Lumpur , City Centre
taman bukit anggerik,,650,Flat,2,,1,680,Partially Furnished,,,Kuala Lumpur , Cheras
10 Semantan,2006,1600,Service Residence,1,1,1,520,Fully Furnished,"Security, Barbeque area, Minimart, Sauna, Swimming Pool, Parking, Gymnasium, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Damansara Heights
Platinum Splendor Residensi Semarak,2020,2000,Condominium,3,1,2,1184,Partially Furnished,"Sauna, Parking, Gymnasium, Playground, Security, Minimart, Swimming Pool, Lift, Barbeque area","Air-Cond, Cooking Allowed",Kuala Lumpur , Keramat
Sri Angsana Hilir,,1300,Condominium,3,1,2,1100,Not Furnished,,,Kuala Lumpur , Ampang
Platinum Splendor Residensi Semarak,2020,2300,Condominium,3,,2,1065,Partially Furnished,"Sauna, Parking, Gymnasium, Playground, Security, Minimart, Swimming Pool, Lift, Barbeque area","Air-Cond, Cooking Allowed",Kuala Lumpur , Keramat
Bayu Tasik 1,1999,1400,Condominium,3,1,2,928,Fully Furnished,"Playground, Gymnasium, Swimming Pool, Barbeque area, Security, Minimart, Parking",,Kuala Lumpur , Cheras
Casa Green (Bukit Jalil),,1700,Condominium,3,2,3,1003,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Minimart, Barbeque area","Cooking Allowed, Near KTM/LRT, Air-Cond",Kuala Lumpur , Bukit Jalil
M Vertica,2023,2300,Condominium,3,2,2,900,Partially Furnished,"Parking, Jogging Track, Barbeque area, Security, Swimming Pool, Lift, Multipurpose hall, Playground, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Cheras
,,3200,Condominium,3,1,2,1268,Fully Furnished,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Minimart, Playground, Jogging Track, Security, 10, 11, Lift, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Mont Kiara
,,7500,Condominium,5,2,5,1830,Fully Furnished,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Minimart, Playground, Jogging Track, Security, 10, 11, Lift, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Mont Kiara
Angkupuri,1998,2400,Condominium,3,1,2,1300,Fully Furnished,"Tennis Court, Barbeque area, Parking, Playground, Swimming Pool, Gymnasium, Squash Court, Sauna, Security, Minimart, Jogging Track, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur , Mont Kiara
,,1150,Condominium,3,1,2,911,Not Furnished,"Swimming Pool, Sauna, Security, Playground, Gymnasium, Minimart, Squash Court, Barbeque area, Parking, Tennis Court",,Kuala Lumpur , Setapak
,,1200,Condominium,3,1,2,911,Partially Furnished,"Squash Court, Barbeque area, Sauna, Swimming Pool, Playground, Gymnasium, Tennis Court, Parking, Security, Minimart",,Kuala Lumpur , Setapak
Sentul Point Suite Apartment,2020,1500,Apartment,3,1,2,850,Partially Furnished,"Parking, Gymnasium, Security, Swimming Pool, Playground, Squash Court, Minimart","Air-Cond, Washing Machine, Cooking Allowed",Kuala Lumpur , Sentul
Putra Suria Residence,,1200,Apartment,3,1,2,750,Not Furnished,"Gymnasium, Security, Minimart, Jogging Track, Parking, Lift, Playground, Multipurpose hall, Tennis Court","Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur , Cheras
Queensville,,1700,Condominium,1,2,1,726,Fully Furnished,,,Kuala Lumpur , Cheras
Seksyen 2 Wangsa Maju Flat Block D,,1000,Flat,3,,2,700,Not Furnished,,,Kuala Lumpur , Wangsa Maju
Far East Residence,2021,2200,Service Residence,3,2,2,864,Partially Furnished,"Playground, Sauna, Barbeque area, Multipurpose hall, Minimart, Security, Gymnasium, Lift, Swimming Pool, Parking","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Kuchai Lama
Villa Wangsamas,2010,1700,Condominium,3,,3,1267,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur , Wangsa Maju
M Vertica,2023,1750,Condominium,3,2,2,850,Not Furnished,"Tennis Court, Lift, Playground, Barbeque area, Security, Parking, Jogging Track, Multipurpose hall, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur , Cheras
Mont Kiara Pines,1993,2650,Condominium,3,1,2,1300,Fully Furnished,,,Kuala Lumpur , Mont Kiara
Sri Pelangi (Jalan Genting Kelang),2003,288000,Condominium,3,1,2,927,Not Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Squash Court",,Kuala Lumpur , Setapak
Corinthian Condominium,,3300,Condominium,3,1,2,1500,Fully Furnished,"Playground, Parking, Minimart, Swimming Pool, Gymnasium, Jogging Track, Security, Lift, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , KLCC
Bayu Sentul Condominium,2015,1700,Condominium,4,2,3,1630,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Minimart, Gymnasium",Cooking Allowed,Kuala Lumpur , Sentul
Residensi KepongMas,2020,1000,Apartment,3,1,2,800,Not Furnished,"Parking, Playground, Lift, Security","Air-Cond, Cooking Allowed",Kuala Lumpur , Kepong
Zeta Deskye Residence,2016,1500,Condominium,3,,2,1037,Partially Furnished,,,Kuala Lumpur , Jalan Ipoh
,,7000,Condominium,4,,4,2400,Fully Furnished,"Jogging Track, Swimming Pool, Gymnasium, Playground, Parking, Security, Lift, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , KLCC
PV9 Residences @ Taman Melati,2022,2200,Service Residence,3,,2,1000,Partially Furnished,"Security, Lift, Parking, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart","Washing Machine, Cooking Allowed",Kuala Lumpur , Setapak
Taman Pertama (Cheras),,1000,Flat,3,,2,1400,Fully Furnished,,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Cheras
The Scott Soho,,1300,Service Residence,1,1,2,775,Not Furnished,"Parking, Jogging Track, Security, Swimming Pool, Gymnasium, Barbeque area",Air-Cond,Kuala Lumpur , Old Klang Road
,,1250,Apartment,3,,2,935,Partially Furnished,,,Kuala Lumpur , Cheras
Platinum Lake PV 21,,1200,Service Residence,3,1,2,900,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart",,Kuala Lumpur , Setapak
10 Semantan,2006,1600,Service Residence,1,,1,520,Fully Furnished,"Swimming Pool, Parking, Minimart, Gymnasium, Security, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Damansara Heights
Damai Hillpark,2015,1800,Service Residence,3,2,2,1020,Partially Furnished,Parking,"Air-Cond, Cooking Allowed",Kuala Lumpur , Bandar Damai Perdana
3 Residen,2010,2600,Condominium,2,2,2,1206,Fully Furnished,"Minimart, Barbeque area, Security, Swimming Pool, Sauna, Playground, Gymnasium, Parking, Lift, Multipurpose hall, Jogging Track",,Kuala Lumpur , Taman Melawati
Serini Melawati,2018,3000,Service Residence,3,1,2,1367,Fully Furnished,"Swimming Pool, Parking, Playground, Minimart, Gymnasium, Security, Lift, Barbeque area, Multipurpose hall, Jogging Track, Sauna, Club house","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Taman Melawati
Platinum Splendor Residensi Semarak,2020,1700,Condominium,4,,2,1184,Partially Furnished,,,Kuala Lumpur , Keramat
M Suites,2013,1600,Service Residence,1,1,1,502,Fully Furnished,"Sauna, Swimming Pool, Barbeque area, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Ampang Hilir
Sinar Magna,,1100,Apartment,3,1,2,825,Partially Furnished,"Security, Parking, Playground, Lift",,Kuala Lumpur , Kepong
Residensi Kepongmas 2,2021,1200,Apartment,3,1,2,800,Partially Furnished,"Parking, Security, Lift, Multipurpose hall","Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Kepong
The Scott Soho,,1800,Service Residence,1,1,2,775,Fully Furnished,"Parking, Security, Swimming Pool, Gymnasium, Jogging Track, Barbeque area",Air-Cond,Kuala Lumpur , Old Klang Road
Pangsapuri Mawar (Sentul),,1500,Apartment,3,1,2,1005,Partially Furnished,"Parking, Security, Minimart","Air-Cond, Near KTM/LRT",Kuala Lumpur , Sentul
Plaza Damas,,1500,Service Residence,1,,1,495,Fully Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Sri Hartamas
The Leafz,,2000,Service Residence,2,2,2,1025,Fully Furnished,"Swimming Pool, Parking, Security, Lift, Playground, Gymnasium, Jogging Track, Multipurpose hall, Minimart","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Sungai Besi
Gembira Residen (G Residence),2013,2800,Condominium,3,2,2,1168,Fully Furnished,"Swimming Pool, Sauna, Parking, Playground, Lift, Multipurpose hall, Club house, Security, Tennis Court, Jogging Track, Minimart, Gymnasium, Squash Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Kuchai Lama
Cerrado,,1800,Condominium,2,2,1,656,Fully Furnished,"Security, Parking, Playground",,Kuala Lumpur , Sungai Besi
Cerrado,,1600,Condominium,2,2,1,656,Partially Furnished,"Playground, Parking, Security",,Kuala Lumpur , Sungai Besi
Kuchai Entrepreneurs Park,,1000,Apartment,3,,2,968,Not Furnished,"Parking, Playground",,Kuala Lumpur , Kuchai Lama
M Vertica,2023,2800,Condominium,4,2,2,1000,Fully Furnished,"Lift, Swimming Pool, Barbeque area, Multipurpose hall, Parking, Tennis Court, Security, Playground, Jogging Track, Gymnasium, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Cheras
Infiniti 3 Residences,,5500,Service Residence,5,,5,2266,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur , Wangsa Maju
Villa Wangsamas,2010,2000,Condominium,3,,3,1267,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Wangsa Maju
Villa Wangsamas,2010,2000,Condominium,3,1,3,1267,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur , Wangsa Maju
Villa Pawana,,2000,Condominium,3,1,3,1280,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground",Air-Cond,Kuala Lumpur , Keramat
PPA1M Metropolitan Kepong,2018,1600,Condominium,5,2,2,1500,Partially Furnished,"Parking, Security, Lift, Minimart, Playground, Multipurpose hall",Cooking Allowed,Kuala Lumpur , Kepong
Villa Angsana,1999,1400,Condominium,3,1,2,1323,Partially Furnished,"Minimart, Swimming Pool, Barbeque area, Security, Tennis Court, Playground, Gymnasium, Multipurpose hall, Parking","Cooking Allowed, Air-Cond",Kuala Lumpur , Jalan Ipoh
Serini Melawati,2018,3000,Service Residence,3,1,2,1367,Fully Furnished,"Swimming Pool, Parking, Playground, Minimart, Gymnasium, Security, Lift, Barbeque area, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed",Kuala Lumpur , Taman Melawati
The Haute,2019,2300,Condominium,3,2,2,1050,Fully Furnished,"Gymnasium, Multipurpose hall, Parking, Security, Swimming Pool",,Kuala Lumpur , Keramat
TR Residence,,2500,Service Residence,3,1,2,753,Partially Furnished,"Multipurpose hall, Playground, Gymnasium, Jogging Track, Security, Barbeque area, Swimming Pool","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur , Titiwangsa
,,6500,Condominium,3,2,4,2025,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area",Cooking Allowed,Kuala Lumpur , Mont Kiara
,,3200,Condominium,3,2,4,1519,Fully Furnished,"Minimart, Swimming Pool, Squash Court, Sauna, Security, Tennis Court, Barbeque area, Parking, Playground, Gymnasium, Multipurpose hall","Air-Cond, Washing Machine",Kuala Lumpur , Mont Kiara
Residensi Sefina Mont Kiara,2019,3900,Condominium,3,2,2,1333,Fully Furnished,"Security, Playground, Swimming Pool, Sauna, Tennis Court, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur , Mont Kiara
,,4600,Condominium,2,1,2,1145,Fully Furnished,"Parking, Security, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Mont Kiara
,,3700,Service Residence,1,1,2,775,Fully Furnished,"Parking, Security, Lift, Swimming Pool",,Kuala Lumpur , Keramat
Inspirasi Mont Kiara,,3800,Condominium,3,2,2,1015,Fully Furnished,"Parking, Security, Lift","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Mont Kiara
,,2200,Condominium,2,1,2,1190,Fully Furnished,"Squash Court, Gymnasium, Tennis Court, Sauna, Security, Barbeque area, Multipurpose hall, Parking, Playground, Swimming Pool, Lift, Minimart, Jogging Track, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , Wangsa Maju
Melur Apartment (Sentul),2006,2000,Apartment,4,,2,1016,Partially Furnished,"Security, Parking, Minimart, Lift, Playground","Near KTM/LRT, Cooking Allowed, Air-Cond",Kuala Lumpur , Sentul
Solaris Dutamas Designer Suites,2009,5800,Condominium,3,1,2,1238,Fully Furnished,"Parking, Security, Lift, Swimming Pool",,Kuala Lumpur , Mont Kiara
,,1800,Condominium,,1,3,1300,Not Furnished,"Sauna, Parking, Swimming Pool, Gymnasium, Barbeque area, Minimart, Security, Lift, Playground, Multipurpose hall, Jogging Track",,Kuala Lumpur , Bandar Menjalara
The Scott Garden,2011,1500,Duplex,1,,2,775,Partially Furnished,,"Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Old Klang Road
Palace Court,2014,2200,Condominium,3,2,2,1328,Fully Furnished,"Playground, Swimming Pool, Lift, Tennis Court, Security, Gymnasium, Barbeque area, Sauna, Parking","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Kuchai Lama
Sky Suites @ KLCC,2019,3200,Service Residence,2,,1,630,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur , KLCC
CitiZen,2019,1600,Service Residence,2,1,2,725,Partially Furnished,"Security, Playground, Parking, Gymnasium, Barbeque area, Swimming Pool, Jogging Track, Sauna, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur , Old Klang Road
Cendana Apartment,2008,1200,Apartment,2,1,1,650,Fully Furnished,"Security, Playground, Gymnasium, Minimart","Air-Cond, Near KTM/LRT",Kuala Lumpur , Cheras
Angkasa Condominiums,2005,1300,Condominium,3,1,2,950,Fully Furnished,"Security, Parking, Minimart, Playground, Gymnasium, Swimming Pool, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur , Cheras
